id,voter,author,permlink,weight,value,timestamp
NULL,wolfnworbeikood,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1300,0,2019-02-03 11:15:39
NULL,jokereader,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,goldenturtle,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,steeming-hot,sergiomendes,backend-alpha-kw-50-appics-im-10085,25,0,2019-02-03 11:15:39
NULL,mtlbss,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,omegakane,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,bengy,djlethalskillz,backend-alpha-kw-50-appics-im-10082,90,0,2019-02-03 11:15:39
NULL,kryptoe,djlethalskillz,backend-alpha-kw-50-appics-im-10082,990,0,2019-02-03 11:15:39
NULL,operahoser,djlethalskillz,backend-alpha-kw-50-appics-im-10082,300,0,2019-02-03 11:15:39
NULL,steemitbingo,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,marty-arts,phototalent,dailyphototalentselectiona16-jzaji78hbw,42,0,2019-02-03 11:15:39
NULL,ponzipanda,ukk,6wgams,10000,0,2019-02-03 11:15:39
NULL,eyewritedaily,djlethalskillz,backend-alpha-kw-50-appics-im-10082,2250,0,2019-02-03 11:15:39
NULL,indiebandguru,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,josevallera,solarphasing,20190203t111446998z-time-had-stopped,2500,0,2019-02-03 11:15:39
NULL,simgirl,phototalent,dailyphototalentselectiona16-jzaji78hbw,425,0,2019-02-03 11:15:39
NULL,pataty69,beastlybanter,beastly-tales-loves-labours-lost,4000,0,2019-02-03 11:15:39
NULL,smacommunity,solarphasing,20190203t111446998z-time-had-stopped,1250,0,2019-02-03 11:15:39
NULL,reseller,thepredator04,3torzq-el-quest-diario-del-depredador,200,0,2019-02-03 11:15:39
NULL,fl15,djlethalskillz,backend-alpha-kw-50-appics-im-10082,6000,0,2019-02-03 11:15:39
NULL,sunny-gain,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,horribleorbit,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,luisferchav,djlethalskillz,backend-alpha-kw-50-appics-im-10082,600,0,2019-02-03 11:15:39
NULL,diegopadilla,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,alim-u,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,theomgbrand,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,cnisclub,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,rhmi90,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,archaimusic,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1000,0,2019-02-03 11:15:39
NULL,shadd,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,duane.dos,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,floyt131,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,laritheghost,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,bigbagbenji,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,joila,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,syavash,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,osm0sis,amrumk,foot-print-a-random-drop-of-the-day,1000,0,2019-02-03 11:15:39
NULL,grandspace,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,classical-radio,djlethalskillz,backend-alpha-kw-50-appics-im-10082,750,0,2019-02-03 11:15:39
NULL,fidofinans,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1830,0,2019-02-03 11:15:39
NULL,ruslucas,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,merlin7,amrumk,foot-print-a-random-drop-of-the-day,24,0,2019-02-03 11:15:39
NULL,bluesniper,amrumk,foot-print-a-random-drop-of-the-day,20,0,2019-02-03 11:15:39
NULL,improv,amrumk,foot-print-a-random-drop-of-the-day,400,0,2019-02-03 11:15:39
NULL,ulockblock,portugalcoin,re-steempytutorials-part-3-combing-charts-js-and-django-rest-framework-20190203t112707217z,481,0,2019-02-03 11:15:39
NULL,eduardoj236,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,bitson,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,n1hal1,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,pakka,djlethalskillz,backend-alpha-kw-50-appics-im-10082,10000,0,2019-02-03 11:15:39
NULL,volareo,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,consciousanjel3,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,cryptoroast,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,yuslindwi,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,tea-man,djlethalskillz,backend-alpha-kw-50-appics-im-10082,5000,0,2019-02-03 11:15:39
NULL,tribedownsouth,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,frankduna,djlethalskillz,backend-alpha-kw-50-appics-im-10082,10000,0,2019-02-03 11:15:39
NULL,indiemusicplus,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,partiko-promoter,misterc,210-free-vector-icons-for-web-design-and-wireframes-uajbi5kz,6126,0,2019-02-03 11:15:39
NULL,that.bass.guy,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,upni,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,photovisions,fotomindo,ntopaz--fotomindo--3493053--ntopaz-woman-photography-beauty-art--2019-02-03-13-05-11--artwork--none,4800,0,2019-02-03 11:15:39
NULL,melor9,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,elamental,djlethalskillz,backend-alpha-kw-50-appics-im-10082,100,0,2019-02-03 11:15:39
NULL,sonbaharr,imealien,night-walk-city-colors-pouryphd,2100,0,2019-02-03 11:15:39
NULL,drzerk88,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,nurman-g,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,mikefive,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,evreninsirlari,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,lillywilton,djlethalskillz,backend-alpha-kw-50-appics-im-10082,2000,0,2019-02-03 11:15:39
NULL,ravenkim,tradingideas,--1549188044474,2000,0,2019-02-03 11:15:39
NULL,wav-dr,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,oslosnowe,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,cubapl,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,stevieboyes,djlethalskillz,backend-alpha-kw-50-appics-im-10082,2700,0,2019-02-03 11:15:39
NULL,bjdenter,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,dexterdoggy,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,silvergoldbotty,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,160,0,2019-02-03 11:15:39
NULL,isnochys,isarmoewe,re-steemspace2873-ausruestung-der-feldanzug-v1-20190203t112233250z,1000,0,2019-02-03 11:15:39
NULL,enhancer,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,flawlessal,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,rusinho027,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,nasrina.nasir,alv,cats-and-dogs-what-s-for-dinner-9e34041d3ed2e,5000,0,2019-02-03 11:15:39
NULL,esaug,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,wrxcryptominer,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,choosee,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,skaybliss,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,teukumuhas,alv,cats-and-dogs-what-s-for-dinner-9e34041d3ed2e,500,0,2019-02-03 11:15:39
NULL,charlemajne,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,rjrudillas14,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,mirza-kun,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,martinshkreli,megafart,re-borepstein-17-december-2018-lord-byron-praising-the-wine-847a826166977-20190128t220542498z,9350,0,2019-02-03 11:15:39
NULL,richmanoloriegbe,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,hendragunawan,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,eddieboo,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,alim5,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,dashfit,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,chukuibijenny,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,mrrifat,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,sexygirl123,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,sayed53,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,adejokeade,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,kejora05,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,mirnasahara,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,whyken,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,roxso,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,votehumanity,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,crypto-futurist,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,antongava,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,unmesh,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,gladbacher1900,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,authorcolinbmw,mad-runner,con-il-sorriso-19-e-ultima-parte,7000,0,2019-02-03 11:15:39
NULL,steem-plus,casagrande,5-lugares-para-conhecer-em-florianopolis-alem-das-praias-2373604b1d93dest,13,0,2019-02-03 11:15:39
NULL,fastchrisuk,mafufuma,ntopaz--mafufuma--1795071128--ntopaz--2019-01-31-10-10-57--artwork--none,10000,0,2019-02-03 11:15:39
NULL,hepeng.chn,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,norwegianbikeman,mad-runner,con-il-sorriso-19-e-ultima-parte,2000,0,2019-02-03 11:15:39
NULL,msp-waves,pennsif,sosdailynewsnewsaboutthestateofsteem2february2019-2clycn7y9j,10000,0,2019-02-03 11:15:39
NULL,merlin7,imealien,night-walk-city-colors-pouryphd,1,0,2019-02-03 11:15:39
NULL,yasin-a,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,myprecious,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,296,0,2019-02-03 11:15:39
NULL,effofex,flaws,ejerciciosdeajedrez11-35e6pdg6g7,59,0,2019-02-03 11:15:39
NULL,jynx,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,gtw,isarmoewe,re-steemspace2873-ausruestung-der-feldanzug-v1-20190203t112233250z,10000,0,2019-02-03 11:15:39
NULL,sandflea,conformity,one-please-the-ice-cream-man-crypt-tv-monster-universe-short-horror-film,10000,0,2019-02-03 11:15:39
NULL,homeartpictures,sirwinchester,backend-alpha-kw-50-appics-im-10030,3800,0,2019-02-03 11:15:39
NULL,hendraman,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,cengans,riery,armada-anak-anak,10000,0,2019-02-03 11:15:39
NULL,doom42,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,meecese,imealien,night-walk-city-colors-pouryphd,4400,0,2019-02-03 11:15:39
NULL,teetee,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,alim3,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,reazuliqbal,karamyog,re-rabeel-rsv-respiratory-virus-detection-in-kids-20190203t113324077z,200,0,2019-02-03 11:15:39
NULL,xawi,mawahab,re-adnanrabbani-transcribeme-transcribe-audio-and-video-into-text-and-get-paid-20190203t060733133z,3000,0,2019-02-03 11:15:39
NULL,lesmouths-travel,cervantes,cervantescienciavol25p1-2-mlsovkd6in,3675,0,2019-02-03 11:15:39
NULL,randypike,lichtblick,sad-sunday-the-weeping-song,10000,0,2019-02-03 11:15:39
NULL,arconite,cervantes,cervantescienciavol25p1-2-mlsovkd6in,50,0,2019-02-03 11:15:39
NULL,sallybeth23,blazing,re-sallybeth23-jungle-daily-weekend-smoothie-20190203t112137425z,10000,0,2019-02-03 11:15:39
NULL,tombstone,cervantes,cervantescienciavol25p1-2-mlsovkd6in,20,0,2019-02-03 11:15:39
NULL,zedpal,dreemsteem,transparent-as-glass-spunkee-monkee-s-financial-records,10000,0,2019-02-03 11:15:39
NULL,rofik-uddin,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,bernietheinbred,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,justsayings,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,boosting,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,doctor-cog-diss,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,steemchoose,beastlybanter,beastly-tales-loves-labours-lost,286,0,2019-02-03 11:15:39
NULL,mountain.phil28,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2500,0,2019-02-03 11:15:39
NULL,monie,cervantes,cervantescienciavol25p1-2-mlsovkd6in,10000,0,2019-02-03 11:15:39
NULL,charitymemes,cervantes,cervantescienciavol25p1-2-mlsovkd6in,10000,0,2019-02-03 11:15:39
NULL,mikej,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,mbappe,kakilasak,sepotong-kue-ulang-tahun-kak-icha-silampung-story-fa2fe7479c94c,300,0,2019-02-03 11:15:39
NULL,biomimi,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4000,0,2019-02-03 11:15:39
NULL,steemzeiger,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4851,0,2019-02-03 11:15:39
NULL,testomilian,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2910,0,2019-02-03 11:15:39
NULL,mack-bot,lermontoff,re-steemcleaners-steemcleaners-report-for-january-23-2019-20190203t103944574z,-50,0,2019-02-03 11:15:39
NULL,innocentabroad,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,ruchi-a,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,chackett,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,alim22,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,zolindvalp,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,xettrinabin,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,lightningjohn,artysteps,purple-water-droplets,10000,0,2019-02-03 11:15:39
NULL,willsparks88,ronaldoavelino,336-african-animals-part-3,515,0,2019-02-03 11:15:39
NULL,rachelsj1bw,veronicalee,ao2qqakt,10000,0,2019-02-03 11:15:39
NULL,galam,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1715,0,2019-02-03 11:15:39
NULL,kingswisdom,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,zonguin,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1225,0,2019-02-03 11:15:39
NULL,darkiche,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,corsica,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,dragibusss,cervantes,cervantescienciavol25p1-2-mlsovkd6in,490,0,2019-02-03 11:15:39
NULL,orlisraispor,veronicalee,ao2qqakt,10000,0,2019-02-03 11:15:39
NULL,irishcoffee,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,photovisions,sharker,underwater-world-of-small-cold-pound-part-2,10000,0,2019-02-03 11:15:39
NULL,faithm,veronicalee,ao2qqakt,10000,0,2019-02-03 11:15:39
NULL,bugobagi,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,bluelazer,everittdmickey,if-you-have-to-learn-to-code,10000,0,2019-02-03 11:15:39
NULL,ohi786,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,brusd,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,jixjas,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,dna-ligase,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,dna-helicase,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,dna-polymerase,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,xawi,mobi72,re-adnanrabbani-transcribeme-transcribe-audio-and-video-into-text-and-get-paid-20190203t094550065z,3000,0,2019-02-03 11:15:39
NULL,jhalmuri,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,dna-primase,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,alim30,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,sliding-clamp,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,ribosome,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,dna-gyrase,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,clamp-loader,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,rna-polymerase,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,jtm.support,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,photocircle,beastlybanter,beastly-tales-loves-labours-lost,100,0,2019-02-03 11:15:39
NULL,funtraveller,beastlybanter,beastly-tales-loves-labours-lost,100,0,2019-02-03 11:15:39
NULL,buttera,imealien,night-walk-city-colors-pouryphd,3200,0,2019-02-03 11:15:39
NULL,elianaelisma,elianaelisma,re-cjsdns-2jfd12-20190203t113932525z,10000,0,2019-02-03 11:15:39
NULL,rsmartt777,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,winnerblessed,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,zeeshanrafique,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,steemituplife,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1590,0,2019-02-03 11:15:39
NULL,thaispaez,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,dokter-purnama,peterpa,peterpa-1549193163515-peterpas-insta--20190203-122603,192,0,2019-02-03 11:15:39
NULL,kggymlife,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2500,0,2019-02-03 11:15:39
NULL,lord-of-the-d,eii,mynegativephotography-03-02-2019,856,0,2019-02-03 11:15:39
NULL,ma-baba,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,nura-begom,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,justasking,rossfletcher,re-justasking-re-rossfletcher-sublime-sunday-water-world-20190203t112920624z,10000,0,2019-02-03 11:15:39
NULL,ga5ri02,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,bluefox24,nogodsnomanagers,re--memestagram-190201t023004573z,5000,0,2019-02-03 11:15:39
NULL,kaerpediem,skysika,hello-i-ll-introduce-myself,3300,0,2019-02-03 11:15:39
NULL,homeartpictures,backinblackdevil,backend-alpha-kw-50-appics-im-10019,4000,0,2019-02-03 11:15:39
NULL,steemitabuser,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,mad-scientist,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,lektolek,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,mbappe,pennsif,sosdailynewsnewsaboutthestateofsteem2february2019-2clycn7y9j,300,0,2019-02-03 11:15:39
NULL,ndolrerimas,veronicalee,ao2qqakt,10000,0,2019-02-03 11:15:39
NULL,meganclk,veronicalee,ao2qqakt,10000,0,2019-02-03 11:15:39
NULL,tgagtacontcon,veronicalee,ao2qqakt,10000,0,2019-02-03 11:15:39
NULL,steemph.manila,stortebeker,steemmonsters-a-worthwhile-game-in-every-respect,805,0,2019-02-03 11:15:39
NULL,kofspades,watersnake101,drowningalltroublesaway-beautifulsunday-aq123hxsir,10000,0,2019-02-03 11:15:39
NULL,bojacktenenbaum,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,kibumh,bji1203,steemmonsters--1549193019764,10000,0,2019-02-03 11:15:39
NULL,frellarong,legitonlinebiz,611p53kp,5000,0,2019-02-03 11:15:39
NULL,phatima,knozaki2015,i-travel-the-world-700-salhino-berlin-700th-thank-you-post,700,0,2019-02-03 11:15:39
NULL,nsfw2,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,freiheit50,nodex,daily-sbd-steem-report-02-03-19-tglicher-sbd-steem-bericht-030219-en-de,5000,0,2019-02-03 11:15:39
