id,sender,receiver,amount,precision,nai,timestamp
NULL,nassifelias,magicdice,664,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,ciontheemrald,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,gniksivart,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,731,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,blockchain360,1,3,@@000000021,2019-02-03 12:08:39
NULL,lennstar,steembasicincome,2000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,agarde420,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,stimp1024,inciter,100,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,2000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,4000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,zakia,1,3,@@000000013,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,2000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:08:39
NULL,byresteem,nickychu,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,bitcoincoimbra,steemmonsters,66,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,1135,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,steemium,inciter,3679,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,vaansteam,63,3,@@000000021,2019-02-03 12:08:39
NULL,nazmul1996,tommyhansen,1500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,steemium,inciter,5477,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1600,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,monirrohan,1,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,408,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,ganjafarmer,3,3,@@000000013,2019-02-03 12:08:39
NULL,steemium,inciter,3860,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,4000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,ganjafarmer,47,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,1540,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,shoemanchu,1464,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,8000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,800,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,henlicps,1,3,@@000000013,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,1540,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,shoemanchu,1464,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,625,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,1038,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,richardalom,magicdice,4000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,16000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,richardalom,1,3,@@000000021,2019-02-03 12:08:39
NULL,bitcoincoimbra,steemmonsters,66,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,vaansteam,63,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,32000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,inciter,steemium,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,john371911,249,3,@@000000013,2019-02-03 12:08:39
NULL,edensgarden,misrori,319,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,alexanderfluke,sneaky-ninja,500,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,edensgarden,testing123,2876,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,john371911,4711,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,laritheghost,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,313,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,inciter,steemium,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,fatimajunio,c-cubed,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,resteembot,joewxman,1,3,@@000000013,2019-02-03 12:08:39
NULL,nazmul1996,ramta,3000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,pompe72,steemmonsters,43,3,@@000000013,2019-02-03 12:08:39
NULL,bitcoincoimbra,steemmonsters,66,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,earncrypto,sultanmb21,2,3,@@000000013,2019-02-03 12:08:39
NULL,steemmonsters,preferansist,63,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,kevindeby,42,3,@@000000013,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,mbappy,richardalom,13000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,400,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,delorean1985,1,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,4000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,superpromoter,alexanderfluke,1,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,8000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,288,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,16000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,promotedpost,beautifulbullies,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,prime-cleric,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,197,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,holoz0r,187,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,yenilmez86,smartmarket,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,adeyemidrey,minnowbooster,500,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,richardalom,magicdice,300,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,197,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,holoz0r,187,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,richardalom,1,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,jcsteem,1,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,197,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,eventguy,738,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,tipopipa,smartsteem,40000,3,@@000000013,2019-02-03 12:08:39
NULL,smartsteem,thelittlebank,1490,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,repu-tacion,197,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,nazmul1996,andre3301,200,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,eventguy,6,3,@@000000021,2019-02-03 12:08:39
NULL,gabbynhice,smartmarket,25000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,290,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,197,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,400,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,580,3,@@000000021,2019-02-03 12:08:39
NULL,richardalom,magicdice,300,3,@@000000021,2019-02-03 12:08:39
NULL,smartsteem,tipopipa,40000,3,@@000000013,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,kamiya.hossain,1,3,@@000000013,2019-02-03 12:08:39
NULL,steemmonsters,holoz0r,187,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,richardalom,600,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,steemium,edensgarden,917,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,197,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,holoz0r,187,3,@@000000021,2019-02-03 12:08:39
NULL,superpromoter,adeyemidrey,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1000,3,@@000000021,2019-02-03 12:08:39
NULL,minnowbooster,adeyemidrey,124,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,300,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,600,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,rafi.munshi,1,3,@@000000013,2019-02-03 12:08:39
NULL,repu-tacion,steemmonsters,197,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1600,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,holoz0r,187,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,richardalom,magicdice,3000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,tazi,3,3,@@000000013,2019-02-03 12:08:39
