id,sender,receiver,amount,precision,nai,timestamp
NULL,proyectotag,goldmec,60160,3,@@000000021,2019-02-03 12:42:03
NULL,smartsteem,prime-cleric,54834,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,bafi,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,bafi,magicdice,1000,3,@@000000021,2019-02-03 12:42:03
NULL,bestofph,cheche016,138,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,driptorchpress,tipu,1500,3,@@000000013,2019-02-03 12:42:03
NULL,magicdice,bafi,2000,3,@@000000021,2019-02-03 12:42:03
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,libert,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,bafi,magicdice,2000,3,@@000000021,2019-02-03 12:42:03
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:42:03
NULL,synfonia,immoonlight,55000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,libert,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,rezoanulvibes,131,3,@@000000021,2019-02-03 12:42:03
NULL,yangpankil27,magicdice,2000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,nageshwar0369,7000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,yangpankil27,2253,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,bafi,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,bafi,magicdice,2000,3,@@000000021,2019-02-03 12:42:03
NULL,tipu,driptorchpress,1,3,@@000000013,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,libert,magicdice,200,3,@@000000021,2019-02-03 12:42:03
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,driptorchpress,minnowbooster,1500,3,@@000000013,2019-02-03 12:42:03
NULL,magicdice,bafi,4000,3,@@000000021,2019-02-03 12:42:03
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,rezoanulvibes,131,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,libert,400,3,@@000000021,2019-02-03 12:42:03
NULL,memeboy,steemmonsters,32770,3,@@000000021,2019-02-03 12:42:03
NULL,monstermother,steemmonsters,1475,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:42:03
NULL,sm-usd,steemmonsters,65540,3,@@000000021,2019-02-03 12:42:03
NULL,steemmonsters,sbdbuysell,1401,3,@@000000021,2019-02-03 12:42:03
NULL,steemmonsters,steemplus-pay,74,3,@@000000021,2019-02-03 12:42:03
NULL,steemmonsters,peakmonsters,3277,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,smseller,peakcredit-kr,1400,3,@@000000021,2019-02-03 12:42:03
NULL,milaan,magicdice,200,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,steemmonsters,homeartpictures,3277,3,@@000000021,2019-02-03 12:42:03
NULL,libert,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,libert,200,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,superpromoter,driptorchpress,1,3,@@000000021,2019-02-03 12:42:03
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,rezoanulvibes,148,3,@@000000021,2019-02-03 12:42:03
NULL,tvb,maiyude,78000,3,@@000000013,2019-02-03 12:42:03
NULL,nageshwar0369,magicdice,11000,3,@@000000021,2019-02-03 12:42:03
NULL,smseller,peakcredit-kr,260,3,@@000000013,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,bafi,magicdice,4000,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,disable3,redlambo,200,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,nageshwar0369,16585,3,@@000000021,2019-02-03 12:42:03
NULL,milaan,magicdice,400,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,bafi,5939,3,@@000000021,2019-02-03 12:42:03
NULL,bestofph,jamesanity06,138,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:42:03
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,rondras,peakmonsters,11785,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,rezoanulvibes,109,3,@@000000021,2019-02-03 12:42:03
NULL,tvb,maiyude,59000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,peakmonsters,takeru255,343,3,@@000000021,2019-02-03 12:42:03
NULL,peakmonsters,cakemonster,3744,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,smonia,magicdice,500,3,@@000000021,2019-02-03 12:42:03
NULL,peakmonsters,schmidt2015,5488,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,peakmonsters,vaansteam,343,3,@@000000021,2019-02-03 12:42:03
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:42:03
NULL,yangpankil27,magicdice,2000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,smonia,1,3,@@000000021,2019-02-03 12:42:03
NULL,milaan,magicdice,800,3,@@000000021,2019-02-03 12:42:03
NULL,bestofph,kothy,95,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,peakmonsters,cranium,936,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,rezoanulvibes,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,yangpankil27,2253,3,@@000000021,2019-02-03 12:42:03
NULL,peakmonsters,spitfire2507,343,3,@@000000021,2019-02-03 12:42:03
NULL,smonia,magicdice,500,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,smonia,1,3,@@000000021,2019-02-03 12:42:03
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:42:03
NULL,bestofph,adamada,69,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:42:03
NULL,smonia,magicdice,1500,3,@@000000021,2019-02-03 12:42:03
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:42:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:42:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,smonia,3000,3,@@000000021,2019-02-03 12:48:06
NULL,byresteem,biuiam,1,3,@@000000021,2019-02-03 12:48:06
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,rezoanulvibes,158,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,1600,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,hottopic,drisers,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,3920,3,@@000000021,2019-02-03 12:48:06
NULL,smartsteem,faucetsteem,79,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,byresteem,g-dubs,1,3,@@000000021,2019-02-03 12:48:06
NULL,byresteem,gadrian,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,promotedpost,britvr,1,3,@@000000021,2019-02-03 12:48:06
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,smartsteem,faucetsteem,3,3,@@000000013,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,rezoanulvibes,118,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kimsungtee,1600,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,nageshwar0369,magicdice,12000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,nageshwar0369,15680,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:48:06
NULL,bestofph,romeskie,138,3,@@000000021,2019-02-03 12:48:06
NULL,softa,sneaky-ninja,3500,3,@@000000013,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,yangpankil27,magicdice,2000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,minnowbooster,driptorchpress,5,3,@@000000013,2019-02-03 12:48:06
NULL,magicdice,rezoanulvibes,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,hottopic,nikollettesunday,1,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,yangpankil27,2253,3,@@000000021,2019-02-03 12:48:06
NULL,gangresteem,softa,1,3,@@000000021,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,byresteem,tipopipa,1,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,bestofph,noreen,13,3,@@000000021,2019-02-03 12:48:06
NULL,detlev,ocdb,58000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,nageshwar0369,6533,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,kabil,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,bithumb.live,deepcrypto8,40704702,3,@@000000021,2019-02-03 12:48:06
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kabil,1420,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,rezoanulvibes,1,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,200,3,@@000000021,2019-02-03 12:48:06
NULL,bithumb.live,upbituserwallet,11216483,3,@@000000021,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,200,3,@@000000021,2019-02-03 12:48:06
NULL,nonsowrites,magicdice,500,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,nageshwar0369,6533,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kimsungtee,400,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,490,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,nonsowrites,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,nageshwar0369,magicdice,5000,3,@@000000021,2019-02-03 12:48:06
NULL,yangpankil27,magicdice,2000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,nageshwar0369,6533,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,yangpankil27,1,3,@@000000021,2019-02-03 12:48:06
NULL,sindong,rocky1,3000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,binance-hot,bittrex,1099990,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,rezoanulvibes,146,3,@@000000021,2019-02-03 12:48:06
NULL,promotedpost,carmesi,1,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,245,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,rezoanulvibes,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,smartsteem,blto83,197,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,rezoanulvibes,1,3,@@000000021,2019-02-03 12:48:06
NULL,sindong,upmyvote,500,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,smartsteem,blto83,16,3,@@000000013,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:48:06
NULL,deepcrypto8,binance-hot,41062366,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kimsungtee,800,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,promotedpost,blockchainstudio,1,3,@@000000021,2019-02-03 12:48:06
NULL,tipu,anasuleidy,150,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,800,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,245,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kimsungtee,1600,3,@@000000021,2019-02-03 12:48:06
NULL,kabil,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,kabil,1420,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,disable3,lost-ninja,350,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,tussar11,1043,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:48:06
NULL,therebotelife,minnowbooster,5000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,magicdice,milaan,245,3,@@000000021,2019-02-03 12:48:06
NULL,resteembot,antaricsa,1,3,@@000000013,2019-02-03 12:48:06
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:48:06
NULL,kimsungtee,magicdice,400,3,@@000000021,2019-02-03 12:48:06
NULL,tussar11,magicdice,1000,3,@@000000021,2019-02-03 12:48:06
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:48:06
NULL,fenrir78,peakmonsters-kr,4237,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,aabraham,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,abulabubu,608,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,agyapong,1,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,alexperience,23,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,alexvan,753,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,alphacore,45,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,alyjane,12,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,amala,6,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,andesta,1,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,andrekweku,13,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,angeling,9,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,arson-crew,3,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,ayusor,2225,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,azazqwe,84,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,backinblackdevil,27,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,bamboosteemer,46,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,beautyxmadness,1,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,bitshares-peter,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,blackchen,1252,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,blackmox,3,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,blow,23,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,botto,9,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,bruzzy,5,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,buffalo-soldier,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,cakemonster,229,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,canadians,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,cchauk,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,chris-mac-spfx,1,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,chrissysworld,746,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,citizendog,294,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,cobalus,472,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,communitybank,291,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,curationhelper,1,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,curationvoter,5,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,cutemachine,44,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,d-smart,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,d-wiki,3,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,da-dawn,499,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,damisela74,206,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,daysteembeliever,9,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,depurant,464,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,deusericius,39,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,deviling,46,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,devilsmonster,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,diana.feuerberg,822,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,dolphinpo,2,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,doodlebear,46,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,dragonpower,9,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,drslump,1372,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,dylanhobalart,272,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,epenuev,3323,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,eser,6,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,fantasycrypto,103,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,folke,33,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,forcryptos,31,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,freetosteemdream,9,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,fundsteem,91,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,garudi,9,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,gavinatorial,1,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,geetasnani,18,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,gettinfishy,5,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,goldsteem,1409,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,haig,10,3,@@000000021,2019-02-03 12:48:06
NULL,boomerang,homeartpictures,1586,3,@@000000021,2019-02-03 12:48:06
